"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 24 15:17:05 GMT 2022","Sat Dec 24 15:17:08 GMT 2022","3300","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Sat Dec 24 15:16:56 GMT 2022","Sat Dec 24 15:17:00 GMT 2022","4519","tests.today","test_home_page","TestHomePage","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Sat Dec 24 15:16:15 GMT 2022","Sat Dec 24 15:16:15 GMT 2022","666","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Sat Dec 24 15:17:01 GMT 2022","Sat Dec 24 15:17:01 GMT 2022","468","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_topics_unlogin","This test checks /topics api"
"passed","Sat Dec 24 15:16:27 GMT 2022","Sat Dec 24 15:16:27 GMT 2022","0","tests.other","test_check_of_testing_by_machine","TestCheckOfTestingByMachine","","","test_logic","This test checks works the test         system by not using network"
"passed","Sat Dec 24 15:16:25 GMT 2022","Sat Dec 24 15:16:26 GMT 2022","1036","tests.menu","test_legal_page","TestResourcesPage","","","test_resource_page","This test checks     /public/legal/"
"passed","Sat Dec 24 15:17:04 GMT 2022","Sat Dec 24 15:17:04 GMT 2022","482","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_article_login","This test checks /happifiers/[id] api"
"passed","Sat Dec 24 15:16:37 GMT 2022","Sat Dec 24 15:16:38 GMT 2022","1693","tests.profile","test_skills","TestSkills","","","test_skills_of_user[SA]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sat Dec 24 15:16:11 GMT 2022","Sat Dec 24 15:16:13 GMT 2022","2009","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Sat Dec 24 15:16:06 GMT 2022","Sat Dec 24 15:16:07 GMT 2022","1415","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data4]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sat Dec 24 15:16:19 GMT 2022","Sat Dec 24 15:16:21 GMT 2022","2075","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sat Dec 24 15:16:45 GMT 2022","Sat Dec 24 15:16:47 GMT 2022","1885","tests.profile","test_skills","TestSkills","","","test_skills_of_user[RE]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sat Dec 24 15:16:28 GMT 2022","Sat Dec 24 15:16:36 GMT 2022","8390","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Sat Dec 24 15:16:13 GMT 2022","Sat Dec 24 15:16:14 GMT 2022","1126","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Sat Dec 24 15:16:11 GMT 2022","Sat Dec 24 15:16:11 GMT 2022","423","tests.community","test_community","TestCommunity","","","test_community_followers_posts","This test checks     /api/activity/?page=1&page_size=12&feed_filter=followers"
"passed","Sat Dec 24 15:17:03 GMT 2022","Sat Dec 24 15:17:04 GMT 2022","403","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_topics_login","This test checks /api/happifiers/topics/ api"
"passed","Sat Dec 24 15:15:48 GMT 2022","Sat Dec 24 15:15:50 GMT 2022","2556","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[A-11]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sat Dec 24 15:16:21 GMT 2022","Sat Dec 24 15:16:23 GMT 2022","2454","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sat Dec 24 15:16:24 GMT 2022","Sat Dec 24 15:16:24 GMT 2022","405","tests.menu","test_blocked_users_page","TestResourcesPage","","","test_blocked_users_page","This test checks     /api/v2/user/blocking/get-my/ api"
"passed","Sat Dec 24 15:16:18 GMT 2022","Sat Dec 24 15:16:19 GMT 2022","522","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sat Dec 24 15:16:38 GMT 2022","Sat Dec 24 15:16:40 GMT 2022","1534","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sat Dec 24 15:16:15 GMT 2022","Sat Dec 24 15:16:16 GMT 2022","505","tests.community","test_community","TestCommunity","","","test_community_unlike_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Sat Dec 24 15:16:09 GMT 2022","Sat Dec 24 15:16:10 GMT 2022","700","tests.community","test_community","TestCommunity","","","test_community_popular_posts","This test checks     api/activity/?page=1&page_size=12&feed_filter=popular"
"passed","Sat Dec 24 15:16:51 GMT 2022","Sat Dec 24 15:16:56 GMT 2022","4485","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Sat Dec 24 15:15:55 GMT 2022","Sat Dec 24 15:15:58 GMT 2022","2275","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-011]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sat Dec 24 15:16:10 GMT 2022","Sat Dec 24 15:16:11 GMT 2022","422","tests.community","test_community","TestCommunity","","","test_community_track_posts","This test checks     /api/activity/?page=1&page_size=12&feed_filter=trackGroup"
"passed","Sat Dec 24 15:17:04 GMT 2022","Sat Dec 24 15:17:05 GMT 2022","622","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Sat Dec 24 15:16:27 GMT 2022","Sat Dec 24 15:16:28 GMT 2022","825","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Sat Dec 24 15:15:43 GMT 2022","Sat Dec 24 15:15:45 GMT 2022","2533","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sat Dec 24 15:15:50 GMT 2022","Sat Dec 24 15:15:53 GMT 2022","2522","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[G-03]","This test checks /api/activities     and api/v3/activity_status api"
