"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 00:36:54 GMT 2022","Sat Nov 19 00:36:54 GMT 2022","382","tests.explore_tracks","test_tracks_featured","TestTracksFeatured","","","test_featured_track","This test checks /api/v2/tracks/featured/ api"
"passed","Sat Nov 19 00:36:55 GMT 2022","Sat Nov 19 00:36:55 GMT 2022","0","tests.other","test_check_of_testing_by_machine","TestCheckOfTestingByMachine","","","test_logic","This test checks works the test         system by not using network"
"passed","Sat Nov 19 00:36:49 GMT 2022","Sat Nov 19 00:36:50 GMT 2022","832","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Sat Nov 19 00:36:47 GMT 2022","Sat Nov 19 00:36:49 GMT 2022","1536","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Sat Nov 19 00:36:42 GMT 2022","Sat Nov 19 00:36:43 GMT 2022","825","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data1]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sat Nov 19 00:36:31 GMT 2022","Sat Nov 19 00:36:33 GMT 2022","1817","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sat Nov 19 00:37:08 GMT 2022","Sat Nov 19 00:37:10 GMT 2022","2272","tests.profile","test_user_data","TestUserData","","","test_user_data[my_user]","This test checks     /api/users/{`user_id`}/"
"passed","Sat Nov 19 00:36:43 GMT 2022","Sat Nov 19 00:36:44 GMT 2022","817","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data2]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sat Nov 19 00:37:21 GMT 2022","Sat Nov 19 00:37:24 GMT 2022","2811","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Sat Nov 19 00:36:44 GMT 2022","Sat Nov 19 00:36:45 GMT 2022","725","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data3]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
