"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 27 15:04:41 GMT 2022","Sun Nov 27 15:04:41 GMT 2022","0","tests.other","test_check_of_testing_by_machine","TestCheckOfTestingByMachine","","","test_logic","This test checks works the test         system by not using network"
"passed","Sun Nov 27 15:04:54 GMT 2022","Sun Nov 27 15:04:55 GMT 2022","1305","tests.profile","test_skills","TestSkills","","","test_skills_of_user[RE]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sun Nov 27 15:04:35 GMT 2022","Sun Nov 27 15:04:35 GMT 2022","494","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Sun Nov 27 15:04:24 GMT 2022","Sun Nov 27 15:04:26 GMT 2022","1453","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data0]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Nov 27 15:05:10 GMT 2022","Sun Nov 27 15:05:13 GMT 2022","3183","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Sun Nov 27 15:04:28 GMT 2022","Sun Nov 27 15:04:28 GMT 2022","889","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data3]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:31 GMT 2022","Sun Nov 27 15:04:31 GMT 2022","247","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Sun Nov 27 15:04:41 GMT 2022","Sun Nov 27 15:04:41 GMT 2022","261","tests.menu","test_resources_page","TestResourcesPage","","","test_resource_page","This test checks     /api/get_member_resources_template/ api"
"passed","Sun Nov 27 15:04:23 GMT 2022","Sun Nov 27 15:04:24 GMT 2022","1452","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:55 GMT 2022","Sun Nov 27 15:04:57 GMT 2022","2269","tests.profile","test_user_data","TestUserData","","","test_user_data[my_user]","This test checks     /api/users/{`user_id`}/"
"passed","Sun Nov 27 15:05:09 GMT 2022","Sun Nov 27 15:05:09 GMT 2022","246","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_topics_login","This test checks /api/happifiers/topics/ api"
"passed","Sun Nov 27 15:04:36 GMT 2022","Sun Nov 27 15:04:36 GMT 2022","373","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sun Nov 27 15:05:09 GMT 2022","Sun Nov 27 15:05:09 GMT 2022","272","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_last_article_login","This test checks /happifiers+params api"
"passed","Sun Nov 27 15:04:17 GMT 2022","Sun Nov 27 15:04:19 GMT 2022","1764","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[G-03]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:19 GMT 2022","Sun Nov 27 15:04:21 GMT 2022","1749","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-010]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:50 GMT 2022","Sun Nov 27 15:04:51 GMT 2022","1174","tests.profile","test_skills","TestSkills","","","test_skills_of_user[AS]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sun Nov 27 15:04:42 GMT 2022","Sun Nov 27 15:04:47 GMT 2022","5899","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Sun Nov 27 15:04:28 GMT 2022","Sun Nov 27 15:04:29 GMT 2022","941","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data4]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Nov 27 15:05:03 GMT 2022","Sun Nov 27 15:05:07 GMT 2022","4035","tests.today","test_home_page","TestHomePage","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Sun Nov 27 15:05:08 GMT 2022","Sun Nov 27 15:05:09 GMT 2022","332","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_count_of_articles_unlogin","This test checks /happifiers+params api"
"passed","Sun Nov 27 15:04:59 GMT 2022","Sun Nov 27 15:05:03 GMT 2022","4538","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Sun Nov 27 15:04:26 GMT 2022","Sun Nov 27 15:04:26 GMT 2022","884","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data1]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:40 GMT 2022","Sun Nov 27 15:04:41 GMT 2022","230","tests.menu","test_notifications","TestNotifications","","","test_new_notifications","This test checks /api/alerts/new/count/"
"passed","Sun Nov 27 15:04:57 GMT 2022","Sun Nov 27 15:04:59 GMT 2022","1214","tests.profile","test_user_data","TestUserData","","","test_user_data[another_user]","This test checks     /api/users/{`user_id`}/"
"passed","Sun Nov 27 15:04:16 GMT 2022","Sun Nov 27 15:04:17 GMT 2022","1734","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[A-11]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:14 GMT 2022","Sun Nov 27 15:04:16 GMT 2022","1829","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[T-09]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:33 GMT 2022","Sun Nov 27 15:04:34 GMT 2022","839","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Sun Nov 27 15:04:29 GMT 2022","Sun Nov 27 15:04:30 GMT 2022","1007","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Nov 27 15:04:31 GMT 2022","Sun Nov 27 15:04:31 GMT 2022","460","tests.community","test_community","TestCommunity","","","test_community_popular_posts","This test checks     api/activity/?page=1&page_size=12&feed_filter=popular"
"passed","Sun Nov 27 15:04:49 GMT 2022","Sun Nov 27 15:04:50 GMT 2022","1172","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sun Nov 27 15:05:07 GMT 2022","Sun Nov 27 15:05:08 GMT 2022","291","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_topics_unlogin","This test checks /topics api"
"passed","Sun Nov 27 15:04:35 GMT 2022","Sun Nov 27 15:04:35 GMT 2022","374","tests.community","test_community","TestCommunity","","","test_community_unlike_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Sun Nov 27 15:04:39 GMT 2022","Sun Nov 27 15:04:39 GMT 2022","222","tests.menu","test_blocked_users_page","TestResourcesPage","","","test_blocked_users_page","This test checks     /api/v2/user/blocking/get-my/ api"
"passed","Sun Nov 27 15:04:53 GMT 2022","Sun Nov 27 15:04:54 GMT 2022","1146","tests.profile","test_skills","TestSkills","","","test_skills_of_user[EM]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sun Nov 27 15:04:38 GMT 2022","Sun Nov 27 15:04:39 GMT 2022","472","tests.explore_tracks","test_tracks_featured","TestTracksFeatured","","","test_featured_track","This test checks /api/v2/tracks/featured/ api"
"passed","Sun Nov 27 15:04:41 GMT 2022","Sun Nov 27 15:04:42 GMT 2022","706","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Sun Nov 27 15:05:07 GMT 2022","Sun Nov 27 15:05:07 GMT 2022","340","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_last_article_unlogin","This test checks /daily api"
"passed","Sun Nov 27 15:04:32 GMT 2022","Sun Nov 27 15:04:33 GMT 2022","1308","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Sun Nov 27 15:04:40 GMT 2022","Sun Nov 27 15:04:40 GMT 2022","262","tests.menu","test_notifications","TestNotifications","","","test_get_all_notifications","This test checks /api/notifications/ api"
"passed","Sun Nov 27 15:05:10 GMT 2022","Sun Nov 27 15:05:10 GMT 2022","292","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Sun Nov 27 15:04:37 GMT 2022","Sun Nov 27 15:04:38 GMT 2022","927","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sun Nov 27 15:04:47 GMT 2022","Sun Nov 27 15:04:48 GMT 2022","266","tests.profile","test_happiness_assessment","TestHA","","","test_ha_dismiss_status_after_complete","This test checks dismiss HA after complete it"
"passed","Sun Nov 27 15:05:09 GMT 2022","Sun Nov 27 15:05:10 GMT 2022","284","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_article_login","This test checks /happifiers/[id] api"
