"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 05 20:18:26 GMT 2023","Thu Jan 05 20:18:28 GMT 2023","2121","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[A-11]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:19:40 GMT 2023","Thu Jan 05 20:19:41 GMT 2023","494","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_count_of_articles_unlogin","This test checks /happifiers+params api"
"passed","Thu Jan 05 20:18:34 GMT 2023","Thu Jan 05 20:18:36 GMT 2023","1816","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:19:00 GMT 2023","Thu Jan 05 20:19:00 GMT 2023","735","tests.explore_tracks","test_tracks_featured","TestTracksFeatured","","","test_featured_track","This test checks /api/v2/tracks/featured/ api"
"passed","Thu Jan 05 20:18:55 GMT 2023","Thu Jan 05 20:18:58 GMT 2023","2798","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Thu Jan 05 20:18:58 GMT 2023","Thu Jan 05 20:19:00 GMT 2023","2085","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Thu Jan 05 20:19:29 GMT 2023","Thu Jan 05 20:19:34 GMT 2023","4805","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Thu Jan 05 20:19:27 GMT 2023","Thu Jan 05 20:19:29 GMT 2023","1339","tests.profile","test_user_data","TestUserData","","","test_user_data[another_user]","This test checks     /api/users/{`user_id`}/"
"passed","Thu Jan 05 20:19:04 GMT 2023","Thu Jan 05 20:19:13 GMT 2023","8445","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Thu Jan 05 20:19:03 GMT 2023","Thu Jan 05 20:19:04 GMT 2023","799","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Thu Jan 05 20:18:47 GMT 2023","Thu Jan 05 20:18:49 GMT 2023","1693","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Thu Jan 05 20:19:15 GMT 2023","Thu Jan 05 20:19:16 GMT 2023","1647","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Thu Jan 05 20:18:45 GMT 2023","Thu Jan 05 20:18:46 GMT 2023","701","tests.community","test_community","TestCommunity","","","test_community_popular_posts","This test checks     api/activity/?page=1&page_size=12&feed_filter=popular"
"passed","Thu Jan 05 20:18:32 GMT 2023","Thu Jan 05 20:18:34 GMT 2023","2032","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-011]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:19:01 GMT 2023","Thu Jan 05 20:19:02 GMT 2023","974","tests.menu","test_legal_page","TestResourcesPage","","","test_resource_page","This test checks     /public/legal/"
"passed","Thu Jan 05 20:19:18 GMT 2023","Thu Jan 05 20:19:21 GMT 2023","2600","tests.profile","test_skills","TestSkills","","","test_skills_of_user[GI]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Thu Jan 05 20:19:03 GMT 2023","Thu Jan 05 20:19:03 GMT 2023","0","tests.other","test_check_of_testing_by_machine","TestCheckOfTestingByMachine","","","test_logic","This test checks works the test         system by not using network"
"passed","Thu Jan 05 20:19:34 GMT 2023","Thu Jan 05 20:19:38 GMT 2023","4718","tests.today","test_home_page","TestHomePage","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Thu Jan 05 20:19:13 GMT 2023","Thu Jan 05 20:19:15 GMT 2023","1847","tests.profile","test_skills","TestSkills","","","test_skills_of_user[SA]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Thu Jan 05 20:18:45 GMT 2023","Thu Jan 05 20:18:45 GMT 2023","432","tests.activities.games","test_kindness_chain_activity","TestKindnessChain","","","test_kindness_chain_activity","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:19:38 GMT 2023","Thu Jan 05 20:19:39 GMT 2023","567","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_last_article_unlogin","This test checks /daily api"
"passed","Thu Jan 05 20:19:42 GMT 2023","Thu Jan 05 20:19:42 GMT 2023","414","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_article_login","This test checks /happifiers/[id] api"
"passed","Thu Jan 05 20:19:01 GMT 2023","Thu Jan 05 20:19:01 GMT 2023","383","tests.menu","test_disclaimer_page","TestResourcesPage","","","test_disclaimer_page","This test checks /api/disclaimer/ api"
"passed","Thu Jan 05 20:19:43 GMT 2023","Thu Jan 05 20:19:46 GMT 2023","3055","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Thu Jan 05 20:18:46 GMT 2023","Thu Jan 05 20:18:47 GMT 2023","411","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Thu Jan 05 20:18:43 GMT 2023","Thu Jan 05 20:18:45 GMT 2023","1565","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Thu Jan 05 20:18:24 GMT 2023","Thu Jan 05 20:18:26 GMT 2023","2224","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[T-09]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:18:51 GMT 2023","Thu Jan 05 20:18:51 GMT 2023","763","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Thu Jan 05 20:18:21 GMT 2023","Thu Jan 05 20:18:24 GMT 2023","2430","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Thu Jan 05 20:19:39 GMT 2023","Thu Jan 05 20:19:40 GMT 2023","968","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_article_unlogin","This test checks /happifiers/[id] api"
"passed","Thu Jan 05 20:18:49 GMT 2023","Thu Jan 05 20:18:50 GMT 2023","885","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Thu Jan 05 20:19:46 GMT 2023","Thu Jan 05 20:19:50 GMT 2023","3774","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[unsubscribe]","This test checks /happifiers+params api"
