"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 08 09:26:23 GMT 2022","Tue Nov 08 09:26:24 GMT 2022","383","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_topics_unlogin","This test checks /topics api"
"passed","Tue Nov 08 09:25:45 GMT 2022","Tue Nov 08 09:25:47 GMT 2022","1252","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Tue Nov 08 09:25:17 GMT 2022","Tue Nov 08 09:25:19 GMT 2022","2118","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[T-09]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:26:19 GMT 2022","Tue Nov 08 09:26:23 GMT 2022","4210","tests.today","test_home_page","TestHomePage","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Tue Nov 08 09:26:30 GMT 2022","Tue Nov 08 09:26:33 GMT 2022","2771","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[unsubscribe]","This test checks /happifiers+params api"
"passed","Tue Nov 08 09:25:29 GMT 2022","Tue Nov 08 09:25:31 GMT 2022","1803","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data0]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:48 GMT 2022","Tue Nov 08 09:25:48 GMT 2022","318","tests.menu","test_blocked_users_page","TestResourcesPage","","","test_blocked_users_page","This test checks     /api/v2/user/blocking/get-my/ api"
"passed","Tue Nov 08 09:25:47 GMT 2022","Tue Nov 08 09:25:48 GMT 2022","858","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Tue Nov 08 09:26:06 GMT 2022","Tue Nov 08 09:26:08 GMT 2022","1572","tests.profile","test_skills","TestSkills","","","test_skills_of_user[EM]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Tue Nov 08 09:25:51 GMT 2022","Tue Nov 08 09:25:52 GMT 2022","870","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Tue Nov 08 09:25:27 GMT 2022","Tue Nov 08 09:25:29 GMT 2022","1848","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:59 GMT 2022","Tue Nov 08 09:26:00 GMT 2022","386","tests.profile","test_happiness_assessment","TestHA","","","test_ha_dismiss_status_after_complete","This test checks dismiss HA after complete it"
"passed","Tue Nov 08 09:25:50 GMT 2022","Tue Nov 08 09:25:50 GMT 2022","354","tests.menu","test_notifications","TestNotifications","","","test_new_notifications","This test checks /api/alerts/new/count/"
"passed","Tue Nov 08 09:25:42 GMT 2022","Tue Nov 08 09:25:43 GMT 2022","807","tests.community","test_community","TestCommunity","","","test_community_unlike_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Tue Nov 08 09:25:31 GMT 2022","Tue Nov 08 09:25:32 GMT 2022","1482","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data1]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:26:25 GMT 2022","Tue Nov 08 09:26:25 GMT 2022","463","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_count_of_articles_unlogin","This test checks /happifiers+params api"
"passed","Tue Nov 08 09:26:23 GMT 2022","Tue Nov 08 09:26:23 GMT 2022","449","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_last_article_unlogin","This test checks /daily api"
"passed","Tue Nov 08 09:25:23 GMT 2022","Tue Nov 08 09:25:25 GMT 2022","1922","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-010]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:48 GMT 2022","Tue Nov 08 09:25:49 GMT 2022","338","tests.menu","test_disclaimer_page","TestResourcesPage","","","test_disclaimer_page","This test checks /api/disclaimer/ api"
"passed","Tue Nov 08 09:26:03 GMT 2022","Tue Nov 08 09:26:05 GMT 2022","1802","tests.profile","test_skills","TestSkills","","","test_skills_of_user[AS]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Tue Nov 08 09:25:25 GMT 2022","Tue Nov 08 09:25:27 GMT 2022","2123","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-011]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:14 GMT 2022","Tue Nov 08 09:25:17 GMT 2022","2411","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:26:01 GMT 2022","Tue Nov 08 09:26:03 GMT 2022","1657","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Tue Nov 08 09:25:41 GMT 2022","Tue Nov 08 09:25:42 GMT 2022","930","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Tue Nov 08 09:26:13 GMT 2022","Tue Nov 08 09:26:14 GMT 2022","1490","tests.profile","test_user_data","TestUserData","","","test_user_data[another_user]","This test checks     /api/users/{`user_id`}/"
"passed","Tue Nov 08 09:25:45 GMT 2022","Tue Nov 08 09:25:45 GMT 2022","416","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Tue Nov 08 09:25:43 GMT 2022","Tue Nov 08 09:25:44 GMT 2022","477","tests.community","test_community","TestCommunity","","","test_community_unlike_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Tue Nov 08 09:26:25 GMT 2022","Tue Nov 08 09:26:26 GMT 2022","426","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_last_article_login","This test checks /happifiers+params api"
"passed","Tue Nov 08 09:25:38 GMT 2022","Tue Nov 08 09:25:39 GMT 2022","1170","tests.community","test_community","TestCommunity","","","test_community_popular_posts","This test checks     api/activity/?page=1&page_size=12&feed_filter=popular"
"passed","Tue Nov 08 09:25:40 GMT 2022","Tue Nov 08 09:25:40 GMT 2022","334","tests.community","test_community","TestCommunity","","","test_community_track_posts","This test checks     /api/activity/?page=1&page_size=12&feed_filter=trackGroup"
"passed","Tue Nov 08 09:26:26 GMT 2022","Tue Nov 08 09:26:27 GMT 2022","442","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Tue Nov 08 09:26:14 GMT 2022","Tue Nov 08 09:26:19 GMT 2022","4415","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Tue Nov 08 09:26:10 GMT 2022","Tue Nov 08 09:26:13 GMT 2022","2905","tests.profile","test_user_data","TestUserData","","","test_user_data[my_user]","This test checks     /api/users/{`user_id`}/"
"passed","Tue Nov 08 09:25:35 GMT 2022","Tue Nov 08 09:25:36 GMT 2022","1326","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data4]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:43 GMT 2022","Tue Nov 08 09:25:43 GMT 2022","544","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Tue Nov 08 09:25:48 GMT 2022","Tue Nov 08 09:25:48 GMT 2022","553","tests.explore_tracks","test_tracks_featured","TestTracksFeatured","","","test_featured_track","This test checks /api/v2/tracks/featured/ api"
"passed","Tue Nov 08 09:25:45 GMT 2022","Tue Nov 08 09:25:45 GMT 2022","444","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Tue Nov 08 09:25:32 GMT 2022","Tue Nov 08 09:25:34 GMT 2022","1335","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data2]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:49 GMT 2022","Tue Nov 08 09:25:50 GMT 2022","914","tests.menu","test_legal_page","TestResourcesPage","","","test_resource_page","This test checks     /public/legal/"
"passed","Tue Nov 08 09:25:40 GMT 2022","Tue Nov 08 09:25:41 GMT 2022","839","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Tue Nov 08 09:26:24 GMT 2022","Tue Nov 08 09:26:25 GMT 2022","879","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_article_unlogin","This test checks /happifiers/[id] api"
"passed","Tue Nov 08 09:25:52 GMT 2022","Tue Nov 08 09:25:59 GMT 2022","7701","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Tue Nov 08 09:26:00 GMT 2022","Tue Nov 08 09:26:01 GMT 2022","1771","tests.profile","test_skills","TestSkills","","","test_skills_of_user[SA]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Tue Nov 08 09:26:08 GMT 2022","Tue Nov 08 09:26:10 GMT 2022","1926","tests.profile","test_skills","TestSkills","","","test_skills_of_user[RE]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Tue Nov 08 09:25:38 GMT 2022","Tue Nov 08 09:25:38 GMT 2022","450","tests.activities.games","test_kindness_chain_activity","TestKindnessChain","","","test_kindness_chain_activity","This test checks /api/activities     and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:36 GMT 2022","Tue Nov 08 09:25:38 GMT 2022","1380","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:44 GMT 2022","Tue Nov 08 09:25:45 GMT 2022","571","tests.explore_tracks","test_search_track","TestTracksSearch","","","test_topics_of_track","This test checks api/v2/tracks/search/?query=love"
"passed","Tue Nov 08 09:26:27 GMT 2022","Tue Nov 08 09:26:30 GMT 2022","3427","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Tue Nov 08 09:25:39 GMT 2022","Tue Nov 08 09:25:40 GMT 2022","391","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Tue Nov 08 09:25:40 GMT 2022","Tue Nov 08 09:25:40 GMT 2022","312","tests.community","test_community","TestCommunity","","","test_community_followers_posts","This test checks     /api/activity/?page=1&page_size=12&feed_filter=followers"
"passed","Tue Nov 08 09:26:26 GMT 2022","Tue Nov 08 09:26:26 GMT 2022","354","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_topics_login","This test checks /api/happifiers/topics/ api"
"passed","Tue Nov 08 09:26:26 GMT 2022","Tue Nov 08 09:26:26 GMT 2022","364","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_article_login","This test checks /happifiers/[id] api"
"passed","Tue Nov 08 09:25:34 GMT 2022","Tue Nov 08 09:25:35 GMT 2022","1334","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data3]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Tue Nov 08 09:25:50 GMT 2022","Tue Nov 08 09:25:51 GMT 2022","361","tests.menu","test_resources_page","TestResourcesPage","","","test_resource_page","This test checks     /api/get_member_resources_template/ api"
"passed","Tue Nov 08 09:25:50 GMT 2022","Tue Nov 08 09:25:50 GMT 2022","363","tests.menu","test_notifications","TestNotifications","","","test_get_all_notifications","This test checks /api/notifications/ api"
"passed","Tue Nov 08 09:25:21 GMT 2022","Tue Nov 08 09:25:23 GMT 2022","2103","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[G-03]","This test checks /api/activities     and api/v3/activity_status api"
