"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 18 15:03:54 GMT 2022","Sun Dec 18 15:03:54 GMT 2022","207","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Sun Dec 18 15:04:28 GMT 2022","Sun Dec 18 15:04:28 GMT 2022","259","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_last_article_login","This test checks /happifiers+params api"
"passed","Sun Dec 18 15:03:47 GMT 2022","Sun Dec 18 15:03:48 GMT 2022","1247","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Sun Dec 18 15:03:59 GMT 2022","Sun Dec 18 15:03:59 GMT 2022","280","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sun Dec 18 15:04:05 GMT 2022","Sun Dec 18 15:04:05 GMT 2022","0","tests.other","test_check_of_testing_by_machine","TestCheckOfTestingByMachine","","","test_logic","This test checks works the test         system by not using network"
"passed","Sun Dec 18 15:04:20 GMT 2022","Sun Dec 18 15:04:23 GMT 2022","3457","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Sun Dec 18 15:04:28 GMT 2022","Sun Dec 18 15:04:29 GMT 2022","345","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Sun Dec 18 15:03:57 GMT 2022","Sun Dec 18 15:03:57 GMT 2022","451","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Sun Dec 18 15:04:27 GMT 2022","Sun Dec 18 15:04:28 GMT 2022","294","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_count_of_articles_unlogin","This test checks /happifiers+params api"
"passed","Sun Dec 18 15:03:49 GMT 2022","Sun Dec 18 15:03:50 GMT 2022","831","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data1]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Dec 18 15:04:03 GMT 2022","Sun Dec 18 15:04:04 GMT 2022","616","tests.menu","test_legal_page","TestResourcesPage","","","test_resource_page","This test checks     /public/legal/"
"passed","Sun Dec 18 15:04:01 GMT 2022","Sun Dec 18 15:04:03 GMT 2022","1648","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_subtopics_of_topics[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Sun Dec 18 15:04:03 GMT 2022","Sun Dec 18 15:04:03 GMT 2022","182","tests.menu","test_disclaimer_page","TestResourcesPage","","","test_disclaimer_page","This test checks /api/disclaimer/ api"
"passed","Sun Dec 18 15:03:55 GMT 2022","Sun Dec 18 15:03:56 GMT 2022","843","tests.community","test_community","TestCommunity","","","test_send_comment_to_post","This test checks     /api/activity_statuses/{`post_id`}/comments/"
"passed","Sun Dec 18 15:04:29 GMT 2022","Sun Dec 18 15:04:31 GMT 2022","2478","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Sun Dec 18 15:04:11 GMT 2022","Sun Dec 18 15:04:12 GMT 2022","1046","tests.profile","test_skills","TestSkills","","","test_skills_of_user[SA]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Sun Dec 18 15:03:53 GMT 2022","Sun Dec 18 15:03:54 GMT 2022","862","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Sun Dec 18 15:04:05 GMT 2022","Sun Dec 18 15:04:10 GMT 2022","5119","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
