"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 28 20:18:08 GMT 2022","Wed Dec 28 20:18:11 GMT 2022","3140","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[unsubscribe]","This test checks /happifiers+params api"
"passed","Wed Dec 28 20:17:31 GMT 2022","Wed Dec 28 20:17:31 GMT 2022","299","tests.menu","test_resources_page","TestResourcesPage","","","test_resource_page","This test checks     /api/get_member_resources_template/ api"
"passed","Wed Dec 28 20:17:08 GMT 2022","Wed Dec 28 20:17:09 GMT 2022","1719","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Wed Dec 28 20:17:09 GMT 2022","Wed Dec 28 20:17:11 GMT 2022","1377","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data0]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Wed Dec 28 20:17:53 GMT 2022","Wed Dec 28 20:17:57 GMT 2022","4474","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Wed Dec 28 20:17:42 GMT 2022","Wed Dec 28 20:17:44 GMT 2022","1456","tests.profile","test_skills","TestSkills","","","test_skills_of_user[AS]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Wed Dec 28 20:17:32 GMT 2022","Wed Dec 28 20:17:39 GMT 2022","7015","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Wed Dec 28 20:17:24 GMT 2022","Wed Dec 28 20:17:24 GMT 2022","412","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Wed Dec 28 20:16:55 GMT 2022","Wed Dec 28 20:16:57 GMT 2022","2161","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Wed Dec 28 20:17:12 GMT 2022","Wed Dec 28 20:17:13 GMT 2022","1047","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data2]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
