"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 04 18:30:54 GMT 2022","Fri Nov 04 18:30:54 GMT 2022","574","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Fri Nov 04 18:31:09 GMT 2022","Fri Nov 04 18:31:09 GMT 2022","763","tests.profile","test_user_data","TestUserData","","","test_user_data[another_user]","This test checks     /api/users/{`user_id`}/"
"passed","Fri Nov 04 18:31:09 GMT 2022","Fri Nov 04 18:31:14 GMT 2022","4675","tests.today","test_current_track","TestCurrentTrack","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Fri Nov 04 18:30:47 GMT 2022","Fri Nov 04 18:30:48 GMT 2022","895","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Fri Nov 04 18:30:49 GMT 2022","Fri Nov 04 18:30:50 GMT 2022","396","tests.explore_tracks","test_search_track","TestTracksSearch","","","test_topics_of_track","This test checks api/v2/tracks/search/?query=love"
"passed","Fri Nov 04 18:30:53 GMT 2022","Fri Nov 04 18:30:53 GMT 2022","124","tests.menu","test_notifications","TestNotifications","","","test_get_all_notifications","This test checks /api/notifications/ api"
"passed","Fri Nov 04 18:30:36 GMT 2022","Fri Nov 04 18:30:37 GMT 2022","1561","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[E-011]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:14 GMT 2022","Fri Nov 04 18:31:18 GMT 2022","3867","tests.today","test_home_page","TestHomePage","","","test_home_page","This test checks /api/kabinet-homepage/"
"passed","Fri Nov 04 18:31:19 GMT 2022","Fri Nov 04 18:31:20 GMT 2022","217","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_article_login","This test checks /happifiers/[id] api"
"passed","Fri Nov 04 18:30:33 GMT 2022","Fri Nov 04 18:30:34 GMT 2022","1484","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[G-03]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:20 GMT 2022","Fri Nov 04 18:31:20 GMT 2022","223","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Fri Nov 04 18:30:50 GMT 2022","Fri Nov 04 18:30:50 GMT 2022","179","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic1]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Fri Nov 04 18:30:44 GMT 2022","Fri Nov 04 18:30:44 GMT 2022","164","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Fri Nov 04 18:30:50 GMT 2022","Fri Nov 04 18:30:50 GMT 2022","174","tests.explore_tracks","test_track_topics","TestTracksTopics","","","test_topics_of_track[topic0]","This test checks /api/v2/tracks/life-domains/     and /api/v2/tracks/life-domains/[topic]/ api"
"passed","Fri Nov 04 18:30:40 GMT 2022","Fri Nov 04 18:30:40 GMT 2022","820","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data1]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Fri Nov 04 18:30:43 GMT 2022","Fri Nov 04 18:30:44 GMT 2022","869","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:19 GMT 2022","Fri Nov 04 18:31:19 GMT 2022","155","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_topics_login","This test checks /api/happifiers/topics/ api"
"passed","Fri Nov 04 18:30:49 GMT 2022","Fri Nov 04 18:30:49 GMT 2022","273","tests.community","test_community","TestCommunity","","","test_community_unlike_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Fri Nov 04 18:30:52 GMT 2022","Fri Nov 04 18:30:52 GMT 2022","104","tests.menu","test_blocked_users_page","TestResourcesPage","","","test_blocked_users_page","This test checks     /api/v2/user/blocking/get-my/ api"
"passed","Fri Nov 04 18:31:00 GMT 2022","Fri Nov 04 18:31:01 GMT 2022","1038","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Fri Nov 04 18:30:44 GMT 2022","Fri Nov 04 18:30:44 GMT 2022","239","tests.activities.games","test_kindness_chain_activity","TestKindnessChain","","","test_kindness_chain_activity","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:05 GMT 2022","Fri Nov 04 18:31:06 GMT 2022","1245","tests.profile","test_skills","TestSkills","","","test_skills_of_user[RE]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Fri Nov 04 18:31:18 GMT 2022","Fri Nov 04 18:31:19 GMT 2022","414","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_article_unlogin","This test checks /happifiers/[id] api"
"passed","Fri Nov 04 18:31:06 GMT 2022","Fri Nov 04 18:31:09 GMT 2022","2364","tests.profile","test_user_data","TestUserData","","","test_user_data[my_user]","This test checks     /api/users/{`user_id`}/"
"passed","Fri Nov 04 18:30:49 GMT 2022","Fri Nov 04 18:30:49 GMT 2022","336","tests.community","test_community","TestCommunity","","","test_community_like_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Fri Nov 04 18:30:52 GMT 2022","Fri Nov 04 18:30:53 GMT 2022","141","tests.menu","test_disclaimer_page","TestResourcesPage","","","test_disclaimer_page","This test checks /api/disclaimer/ api"
"passed","Fri Nov 04 18:30:59 GMT 2022","Fri Nov 04 18:31:00 GMT 2022","1184","tests.profile","test_skills","TestSkills","","","test_skills_of_user[SA]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Fri Nov 04 18:30:29 GMT 2022","Fri Nov 04 18:30:31 GMT 2022","1783","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[T-09]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:02 GMT 2022","Fri Nov 04 18:31:04 GMT 2022","1347","tests.profile","test_skills","TestSkills","","","test_skills_of_user[GI]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Fri Nov 04 18:30:37 GMT 2022","Fri Nov 04 18:30:38 GMT 2022","1277","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[R-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:30:27 GMT 2022","Fri Nov 04 18:30:29 GMT 2022","1761","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[S-01]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:31:20 GMT 2022","Fri Nov 04 18:31:23 GMT 2022","2993","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_newsletter_action_login[subscribe]","This test checks /happifiers+params api"
"passed","Fri Nov 04 18:31:04 GMT 2022","Fri Nov 04 18:31:05 GMT 2022","1425","tests.profile","test_skills","TestSkills","","","test_skills_of_user[EM]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Fri Nov 04 18:30:41 GMT 2022","Fri Nov 04 18:30:42 GMT 2022","841","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data3]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Fri Nov 04 18:30:38 GMT 2022","Fri Nov 04 18:30:40 GMT 2022","1273","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data0]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Fri Nov 04 18:30:31 GMT 2022","Fri Nov 04 18:30:33 GMT 2022","1907","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[A-11]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Fri Nov 04 18:30:54 GMT 2022","Fri Nov 04 18:30:59 GMT 2022","4544","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Fri Nov 04 18:30:53 GMT 2022","Fri Nov 04 18:30:53 GMT 2022","671","tests.menu","test_legal_page","TestResourcesPage","","","test_resource_page","This test checks     /public/legal/"
