"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 20:18:33 GMT 2023","Wed Jan 04 20:18:34 GMT 2023","1256","tests.activities.games","test_games","TestGames","","","test_complete_game[game_data5]","This test checks     /api/activities/game_activity_statuses/ and api/v3/activity_status api"
"passed","Wed Jan 04 20:18:51 GMT 2023","Wed Jan 04 20:18:58 GMT 2023","7360","tests.profile","test_happiness_assessment","TestHA","","","test_ha_complete","This test checks complete HA"
"passed","Wed Jan 04 20:19:12 GMT 2023","Wed Jan 04 20:19:13 GMT 2023","1260","tests.profile","test_user_data","TestUserData","","","test_user_data[another_user]","This test checks     /api/users/{`user_id`}/"
"passed","Wed Jan 04 20:18:35 GMT 2023","Wed Jan 04 20:18:35 GMT 2023","320","tests.community","test_community","TestCommunity","","","test_report_post","This test checks /api/report_abuse/ api"
"passed","Wed Jan 04 20:19:24 GMT 2023","Wed Jan 04 20:19:25 GMT 2023","357","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_topics_unlogin","This test checks /topics api"
"passed","Wed Jan 04 20:18:50 GMT 2023","Wed Jan 04 20:18:51 GMT 2023","684","tests.profile","test_happiness_assessment","TestHA","","","test_ha_result","This test checks get HA status"
"passed","Wed Jan 04 20:19:03 GMT 2023","Wed Jan 04 20:19:05 GMT 2023","1646","tests.profile","test_skills","TestSkills","","","test_skills_of_user[GI]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Wed Jan 04 20:18:40 GMT 2023","Wed Jan 04 20:18:40 GMT 2023","475","tests.community","test_community","TestCommunity","","","test_community_unlike_comment","This test checks     /api/comments/{`comment_id`}/like/"
"passed","Wed Jan 04 20:19:27 GMT 2023","Wed Jan 04 20:19:28 GMT 2023","522","tests.upside","test_upside_api","TestUpsideLogin","","","test_hd_get_count_of_topics_login","This test checks /happifiers+params api"
"passed","Wed Jan 04 20:18:38 GMT 2023","Wed Jan 04 20:18:39 GMT 2023","924","tests.community","test_community","TestCommunity","","","test_community_unlike_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Wed Jan 04 20:19:00 GMT 2023","Wed Jan 04 20:19:02 GMT 2023","1568","tests.profile","test_skills","TestSkills","","","test_skills_of_user[TH]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Wed Jan 04 20:18:38 GMT 2023","Wed Jan 04 20:18:38 GMT 2023","771","tests.community","test_community","TestCommunity","","","test_community_like_post","This test checks     /api/activity_statuses/{`post_id`}/like/"
"passed","Wed Jan 04 20:19:25 GMT 2023","Wed Jan 04 20:19:25 GMT 2023","780","tests.upside","test_upside_api","TestUpsideUnlogin","","","test_hd_get_article_unlogin","This test checks /happifiers/[id] api"
"passed","Wed Jan 04 20:19:05 GMT 2023","Wed Jan 04 20:19:07 GMT 2023","1802","tests.profile","test_skills","TestSkills","","","test_skills_of_user[EM]","This test checks /api/v3/skills/     and /api/v3/skills/[skill]/ api"
"passed","Wed Jan 04 20:18:18 GMT 2023","Wed Jan 04 20:18:20 GMT 2023","2155","tests.activities","test_activities_api","TestActivitiesSkill","","","test_activities_skill[G-03]","This test checks /api/activities     and api/v3/activity_status api"
"passed","Wed Jan 04 20:18:58 GMT 2023","Wed Jan 04 20:18:59 GMT 2023","303","tests.profile","test_happiness_assessment","TestHA","","","test_ha_dismiss_status_after_complete","This test checks dismiss HA after complete it"
